sgRNA	Gene	ctr	exp
Bhlhe23_1	Bhlhe23	4669	3675
Slc22a18_4	Slc22a18	2573	1974
Myh7_4	Myh7	2652	2163
Dnmt3b_2	Dnmt3b	2149	2251
Rassf2_4	Rassf2	3253	2313
Zfp746_2	Zfp746	7916	6285
Dynlt3_3	Dynlt3	1909	1695
Ldb2_3	Ldb2	7634	6228
Tph1_1	Tph1	13339	10822
Myo16_4	Myo16	5324	4717
Nup98_4	Nup98	6931	5199
Tbx4_3	Tbx4	9089	7527
Gmcl1_1	Gmcl1	2598	1994
Hoxa1_4	Hoxa1	4097	2826
Pprc1_4	Pprc1	1736	1409
Cdk9_1	Cdk9	2449	2198
Cenpb_1	Cenpb	6315	5484
Nuak1_2	Nuak1	2766	1930
Csprs_1	Csprs	1142	1074
Egfr_1	Egfr	2257	1881
Cdca4_2	Cdca4	3979	3176
Elac2_4	Elac2	7096	6374
Rnf6_2	Rnf6	4319	3668
P2rx2_1	P2rx2	1925	1693
Mdm4_5	Mdm4	1823	1578
Bcas3_4	Bcas3	7630	6371
Cebpa_1	Cebpa	6288	5321
Polr3a_4	Polr3a	797	609
Dip2a_2	Dip2a	7982	7018
Ramp3_4	Ramp3	6728	5810
Rpp21_1	Rpp21	811	684
Acadsb_4	Acadsb	3960	3108
Syce2_2	Syce2	6129	4926
Rplp0_1	Rplp0	1110	944
Odf1_3	Odf1	2218	2039
Tdrd12_3	Tdrd12	2220	1660
Zwint_1	Zwint	723	560
Deaf1_3	Deaf1	5139	4766
Hoxb3_3	Hoxb3	7187	5808
Odc1_3	Odc1	2104	1509
Pld2_4	Pld2	3534	2612
Msh2_1	Msh2	1124	903
Zfp292_4	Zfp292	1140	1315
Gnl2_4	Gnl2	1460	1055
Lgals7_2	Lgals7	3230	2513
Cdkn2a_1	Cdkn2a	12442	9854
Surf2_2	Surf2	2224	2074
Cacna1d_1	Cacna1d	9276	8379
Casp6_3	Casp6	5228	3958
Zfp653_3	Zfp653	3803	3408
Mr1_4	Mr1	2485	2116
Zfp384_2	Zfp384	2403	1940
Taf4a_1	Taf4a	5433	4428
Rexo4_3	Rexo4	6854	5860
Adh5_3	Adh5	1362	1393
Eaf1_4	Eaf1	1377	1161
Arid4a_3	Arid4a	7994	7126
Bach2_4	Bach2	2333	1878
Spats2l_1	Spats2l	5591	4357
Tob1_3	Tob1	4631	4108
Sox10_1	Sox10	1050	701
BC027231_4	BC027231	1305	842
Dna2_3	Dna2	1028	687
Mid1ip1_3	Mid1ip1	3470	3549
Mettl22_4	Mettl22	4242	3898
Hectd3_1	Hectd3	5263	4545
Ranbp6_3	Ranbp6	5304	4280
Xaf1_3	Xaf1	4256	3659
Gaa_2	Gaa	11510	9526
Primpol_2	Primpol	2715	2609
Chaf1a_2	Chaf1a	3775	3444
Gid8_3	Gid8	4087	2824
Pde4dip_3	Pde4dip	3921	2925
Fasl_1	Fasl	3908	3272
Usp16_3	Usp16	1754	1265
Gtf2h4_1	Gtf2h4	941	814
Vps72_4	Vps72	1093	850
Cnot11_2	Cnot11	2663	1982
Prkacb_4	Prkacb	3031	2822
Tex12_3	Tex12	1882	1485
Zfp740_1	Zfp740	5568	4984
Adra2a_2	Adra2a	2997	2300
Klf11_3	Klf11	1036	758
Oas3_2	Oas3	2171	2276
Nkrf_4	Nkrf	8914	7055
Ppp2r5c_3	Ppp2r5c	8390	8000
Zfp869_2	Zfp869	594	545
Emc2_4	Emc2	8167	6487
Bhlhe22_1	Bhlhe22	6721	5861
Cdt1_4	Cdt1	152	164
Nedd4l_4	Nedd4l	14067	11079
Dyrk1b_1	Dyrk1b	7805	6926
Scn5a_2	Scn5a	6788	5409
Uhrf2_4	Uhrf2	4724	4259
Ptger3_3	Ptger3	4794	3606
Rnf187_4	Rnf187	4790	3962
Syne2_3	Syne2	4681	3843
Mamstr_1	Mamstr	7491	6551
Tex19.2_4	Tex19.2	6066	5121
Pou5f1_2	Pou5f1	1911	1515
Nme2_2	Nme2	1286	1268
Ptrf_3	Ptrf	2876	2633
Adrb3_2	Adrb3	3478	2937
Iqsec2_2	Iqsec2	2607	1838
Sult1a1_3	Sult1a1	3318	2312
Syt2_2	Syt2	4607	3577
Rnf13_3	Rnf13	3249	2550
Taf15_3	Taf15	4423	3719
Purb_4	Purb	12149	10346
Grb2_4	Grb2	1740	1418
Tor1aip2_3	Tor1aip2	5512	4842
Pygo2_4	Pygo2	1216	1239
Msh3_3	Msh3	4750	3903
Hnrnpa3_1	Hnrnpa3	3610	2858
Nfkb1_5	Nfkb1	1545	891
Dlx6_3	Dlx6	4711	3658
Wdr13_2	Wdr13	6695	5674
Zfp786_2	Zfp786	3623	2876
Tnni3k_4	Tnni3k	3470	2816
Ebf3_2	Ebf3	10704	9182
Etv5_4	Etv5	3368	3754
Cct4_3	Cct4	502	281
BC027231_1	BC027231	1808	1415
Puf60_3	Puf60	1036	741
Zscan2_2	Zscan2	4048	3632
Nr0b2_1	Nr0b2	8820	7286
Psme3_3	Psme3	1358	1038
Rev3l_3	Rev3l	494	570
Banf2_1	Banf2	6882	5481
Ccdc106_1	Ccdc106	3655	2807
Cd44_4	Cd44	7635	7238
Sox5_2	Sox5	8907	7680
Hck_4	Hck	5994	4688
Alx3_3	Alx3	15751	12919
Samhd1_1	Samhd1	2226	2081
Slc25a19_2	Slc25a19	1400	1329
Zfp385c_3	Zfp385c	3768	2729
Mllt1_3	Mllt1	3619	2875
Otp_2	Otp	4234	3873
Areg_3	Areg	14280	12196
Mki67_3	Mki67	3023	2575
Nr2f1_1	Nr2f1	15155	13632
Rragb_4	Rragb	4952	4187
Ipo9_4	Ipo9	742	578
Snrnp70_1	Snrnp70	1282	1042
Ptpn11_1	Ptpn11	940	758
Morf4l1_4	Morf4l1	2407	1873
Mum1_1	Mum1	6411	5288
Ppara_1	Ppara	14534	11071
Prelid1_4	Prelid1	1568	1149
Stra8_2	Stra8	2680	2652
Rgs7_4	Rgs7	3790	3682
Mat1a_4	Mat1a	13906	11665
Wbp11_4	Wbp11	484	326
Cmtr2_4	Cmtr2	73	61
Dars2_1	Dars2	1147	927
Tfcp2_3	Tfcp2	4991	3739
Mesp1_1	Mesp1	10530	8258
Cenpv_2	Cenpv	2925	2447
Ybey_2	Ybey	407	265
Nr2c2_1	Nr2c2	718	576
Cpsf6_4	Cpsf6	4	0
Ing1_4	Ing1	2308	1976
Klf2_3	Klf2	1557	1378
Rbm14_4	Rbm14	2254	2631
Ino80e_1	Ino80e	8652	6335
Ahrr_3	Ahrr	5574	5698
Sbf1_4	Sbf1	4168	3855
CTRL0025_1	CTRL0025	2768	2498
Nifk_2	Nifk	364	400
Per2_3	Per2	3602	2795
Cs_2	Cs	568	564
Papola_4	Papola	4768	3938
Pde4dip_2	Pde4dip	3517	3209
CTRL0040_1	CTRL0040	8488	7254
Trim28_4	Trim28	7056	5724
Tnfaip1_3	Tnfaip1	1312	937
Ptgir_2	Ptgir	1608	1223
Zw10_3	Zw10	1571	1228
Hoxc8_2	Hoxc8	599	417
Hdac2_4	Hdac2	17441	15814
Lpin1_2	Lpin1	4666	3515
Larp6_2	Larp6	3092	2737
Nae1_2	Nae1	1300	1110
Xiap_2	Xiap	5524	4646
Lmcd1_2	Lmcd1	4262	3647
Tbx15_1	Tbx15	1422	1221
Rpap3_4	Rpap3	3811	3174
Rpl21_3	Rpl21	828	617
Papolg_4	Papolg	6519	5728
Nsfl1c_4	Nsfl1c	1699	1348
Filip1l_2	Filip1l	4483	3903
Calb1_4	Calb1	2779	1874
Slc5a5_1	Slc5a5	2818	2406
Nqo1_3	Nqo1	3095	2860
Kif18b_1	Kif18b	1612	1772
Armc4_2	Armc4	897	779
Ppia_1	Ppia	1046	659
Marcks_3	Marcks	4011	3910
Txnl4b_1	Txnl4b	760	860
Camk1d_4	Camk1d	245	243
Rit2_4	Rit2	3490	2911
Fam120a_4	Fam120a	4255	3416
Nr2e1_4	Nr2e1	860	582
Creb3l3_2	Creb3l3	11470	9377
Rbl2_2	Rbl2	5474	4413
Pkm_3	Pkm	1198	1262
Ranbp2_2	Ranbp2	1477	1366
Sprn_4	Sprn	7103	5922
Ip6k2_2	Ip6k2	4057	2994
Srpk2_3	Srpk2	7001	5781
Ss18l1_2	Ss18l1	7035	6549
Glyat_4	Glyat	3317	3243
Stap1_1	Stap1	3598	3518
Imp3_3	Imp3	436	423
Tspyl2_4	Tspyl2	2214	2141
Myoz1_4	Myoz1	3591	3335
Zfp160_4	Zfp160	924	685
Eif3k_3	Eif3k	1682	1355
Shox2_2	Shox2	4929	3605
Erf_3	Erf	14207	12096
Sik1_3	Sik1	3319	2939
Vkorc1_2	Vkorc1	7548	6489
Ifih1_4	Ifih1	3318	2681
Il2rb_5	Il2rb	872	647
Cdca8_2	Cdca8	1930	1297
Siglece_2	Siglece	1627	1494
Recql5_4	Recql5	1306	1025
Afmid_3	Afmid	4480	4194
Crtc3_2	Crtc3	4820	3651
Pgrmc1_4	Pgrmc1	3198	2783
Zmynd15_2	Zmynd15	3533	3052
Zic2_1	Zic2	2491	2102
Rcor2_4	Rcor2	2201	2419
Ebf4_2	Ebf4	6709	5878
Naa38_4	Naa38	2835	2037
Rps6ka3_4	Rps6ka3	2393	1860
Pcm1_1	Pcm1	5195	5220
Xrcc5_4	Xrcc5	1360	756
Stau2_3	Stau2	2365	2222
Ptpn23_2	Ptpn23	966	773
Stx16_3	Stx16	2868	2536
Gria2_1	Gria2	9644	7445
Tjp2_4	Tjp2	4756	4032
Cav2_2	Cav2	5520	5350
Ubox5_3	Ubox5	2100	1655
Peli1_4	Peli1	5261	4567
Med29_3	Med29	3179	2368
Smn1_4	Smn1	1091	1085
Sgk2_4	Sgk2	5059	4024
Cat_3	Cat	16013	13418
Birc5_4	Birc5	278	305
Hipk3_4	Hipk3	3219	2205
Gck_4	Gck	5490	4494
Nod2_2	Nod2	7178	5903
Specc1_3	Specc1	3600	3463
Rnf13_1	Rnf13	3312	2540
Arid3a_1	Arid3a	932	739
Trip6_4	Trip6	6515	5522
Ubqln1_2	Ubqln1	1405	1693
Zcrb1_3	Zcrb1	949	975
Scaf4_4	Scaf4	1270	1109
Ell3_1	Ell3	2748	1953
Tox3_2	Tox3	4912	4036
Med8_3	Med8	2797	2553
Ccdc62_1	Ccdc62	5867	4973
Luc7l3_4	Luc7l3	753	711
Dennd4b_1	Dennd4b	6095	4382
Mta1_2	Mta1	5513	4128
Cenpm_1	Cenpm	1219	924
Snip1_2	Snip1	1906	1514
Swi5_3	Swi5	149	185
Prkag1_2	Prkag1	2121	1520
Cysltr1_5	Cysltr1	7254	6426
Alkbh6_4	Alkbh6	6495	5022
Nnmt_1	Nnmt	4843	3773
Rfwd2_2	Rfwd2	2139	1785
Pde9a_5	Pde9a	5198	4789
Synpo2_3	Synpo2	9138	7743
Gon4l_1	Gon4l	5517	5150
Psmd11_1	Psmd11	1094	780
Cpsf7_1	Cpsf7	365	355
Ufl1_2	Ufl1	3473	2971
Nxn_1	Nxn	3061	2634
Snapc5_2	Snapc5	180	133
Ngrn_4	Ngrn	1810	1677
Ptges2_1	Ptges2	7628	6558
Sfn_3	Sfn	5068	4061
Pyhin1_3	Pyhin1	4241	3427
Rpl10a_4	Rpl10a	328	263
Spopl_4	Spopl	753	625
Dnpep_3	Dnpep	4185	4192
Pold3_4	Pold3	2777	2290
Tceal3_2	Tceal3	6059	5045
Srsf4_3	Srsf4	3609	3047
Fat2_1	Fat2	7534	7049
Pdzd7_4	Pdzd7	4826	3819
Ctsb_4	Ctsb	7003	5523
Tnip1_2	Tnip1	3216	2543
Son_4	Son	2180	2016
Esrrg_3	Esrrg	21429	19082
Gtf2i_3	Gtf2i	4892	3811
Raver2_2	Raver2	1880	1333
Pole4_3	Pole4	2500	1804
Hyal2_5	Hyal2	7347	6035
Ccnc_2	Ccnc	3330	2802
Ppp3r2_1	Ppp3r2	3259	2664
Map3k12_3	Map3k12	700	776
Slc10a2_3	Slc10a2	5420	4412
Zfp830_3	Zfp830	1632	1765
Azin2_4	Azin2	1303	1448
Cenpl_3	Cenpl	2133	2170
Il6ra_2	Il6ra	2603	2052
Hdac8_2	Hdac8	9351	7446
Stag2_1	Stag2	541	562
Efnb1_4	Efnb1	1189	1052
Set_2	Set	888	620
Ddx47_1	Ddx47	1571	1236
Zfp346_1	Zfp346	5584	4651
Ppy_1	Ppy	2823	2494
Prkcd_4	Prkcd	9003	7688
Dnd1_2	Dnd1	4567	4288
Taf5l_1	Taf5l	2643	2228
Svep1_3	Svep1	4879	4135
Pparg_1	Pparg	4066	3627
Gnai1_2	Gnai1	3134	2861
Trp73_4	Trp73	191	273
Ruvbl2_3	Ruvbl2	1485	1300
Mis18bp1_1	Mis18bp1	2214	2063
Rbmx_4	Rbmx	3659	3323
Hsph1_1	Hsph1	3636	3206
Pax8_2	Pax8	4199	2940
Zfp641_1	Zfp641	7006	6206
Kctd10_2	Kctd10	2396	2131
Fbxo43_2	Fbxo43	7775	7203
Cdk7_5	Cdk7	4137	3437
Dars_3	Dars	2408	2158
Ednrb_3	Ednrb	20161	15914
Abtb1_2	Abtb1	3730	3058
Uchl3_2	Uchl3	639	788
Zfp281_4	Zfp281	3227	2970
Basp1_3	Basp1	6326	5755
Pknox1_3	Pknox1	3143	2868
Med10_4	Med10	3418	2770
Ubxn4_2	Ubxn4	6651	5258
Celsr1_2	Celsr1	4472	4041
Cd38_2	Cd38	795	787
Alyref2_2	Alyref2	2475	2055
Ube2v2_4	Ube2v2	2369	1950
Rsl1d1_1	Rsl1d1	363	502
Shoc2_2	Shoc2	3820	2808
Morn3_1	Morn3	6378	5222
Setd3_2	Setd3	1822	1703
Mapk8_4	Mapk8	3113	2677
Pemt_2	Pemt	9242	7312
Kctd1_2	Kctd1	5092	4117
Hnrnph1_1	Hnrnph1	3268	2628
Rprd1a_4	Rprd1a	1035	868
Pip_2	Pip	7166	6213
Psmd10_3	Psmd10	5101	4310
Cdyl2_3	Cdyl2	9383	8121
Zfp521_2	Zfp521	4203	3887
Capn7_5	Capn7	3313	2840
Cfl1_2	Cfl1	470	330
Foxs1_3	Foxs1	6483	5048
Emg1_2	Emg1	1256	1299
Mafa_2	Mafa	11475	9584
Apc_1	Apc	5093	3758
Wtip_4	Wtip	5528	4240
Klk1b9_4	Klk1b9	2815	2337
Foxn3_3	Foxn3	6749	4948
Rgs12_3	Rgs12	4204	4731
Syap1_1	Syap1	460	377
Htr1f_4	Htr1f	8169	6705
Asna1_3	Asna1	2582	2115
Rpap2_2	Rpap2	1414	927
Prrx2_3	Prrx2	3170	2832
Jak2_5	Jak2	5221	4709
Tsnax_3	Tsnax	2658	1937
Thrb_2	Thrb	3100	2813
Pde4c_4	Pde4c	2228	2532
Kcnh8_3	Kcnh8	7168	5653
Hes7_1	Hes7	3343	2911
Lrp2_2	Lrp2	4591	3845
Serpinb9_3	Serpinb9	6093	5223
Chd4_3	Chd4	634	538
Hils1_3	Hils1	1374	1363
S100a5_2	S100a5	4135	3519
Srcap_4	Srcap	582	619
Net1_2	Net1	1712	1578
Prtn3_5	Prtn3	4806	3578
2310022A10Rik_1	2310022A10Rik	5538	4903
Soat1_5	Soat1	2204	1788
Alx4_3	Alx4	1303	1107
Gnas_2	Gnas	7514	5571
Slc9a3r2_2	Slc9a3r2	4769	4066
Taldo1_4	Taldo1	7021	5445
Srfbp1_4	Srfbp1	840	672
Tmem176b_2	Tmem176b	9047	8394
Supt4a_1	Supt4a	3433	2681
Fbxo11_4	Fbxo11	7753	6718
Vgll4_1	Vgll4	7723	6557
H2afb3_1	H2afb3	3624	3349
Oas2_4	Oas2	4107	3466
Itgb1bp1_1	Itgb1bp1	6532	6007
Zfp316_3	Zfp316	2888	2401
Zcchc10_3	Zcchc10	5513	4772
Celf2_4	Celf2	3171	2576
Npas1_1	Npas1	3036	2546
Ccbl1_5	Ccbl1	6083	5066
Fanci_1	Fanci	1224	1035
Cebpe_1	Cebpe	6206	5470
Cpeb1_2	Cpeb1	715	599
Rhox9_1	Rhox9	3213	3236
Ovol2_3	Ovol2	9503	8659
Ppm1g_1	Ppm1g	1656	1436
Naa20_2	Naa20	569	389
Mmp3_4	Mmp3	18045	14677
Usp2_3	Usp2	3279	2921
Usp31_3	Usp31	7181	5994
Neurod2_3	Neurod2	7799	7049
Tesk2_3	Tesk2	4411	3792
Alkbh3_1	Alkbh3	2382	1900
Ccna2_4	Ccna2	1089	1109
Hsph1_4	Hsph1	3251	2961
Atxn2_2	Atxn2	2757	2216
Trex1_2	Trex1	2173	1702
Mecp2_2	Mecp2	10565	8691
Pbxip1_3	Pbxip1	4334	3205
Alg13_1	Alg13	785	631
Hsf1_2	Hsf1	607	514
Snrnp40_1	Snrnp40	1237	1273
Pml_3	Pml	3777	2653
Supt7l_4	Supt7l	5804	4456
Mif4gd_4	Mif4gd	5641	4122
Pdgfrb_2	Pdgfrb	11637	10168
Pak7_3	Pak7	4037	4068
Rfx2_4	Rfx2	5382	4760
Psma5_4	Psma5	343	374
Gnas_3	Gnas	34513	29169
Btbd10_2	Btbd10	6612	5926
Naa20_4	Naa20	812	553
Nr2e1_1	Nr2e1	6890	5694
Ccr2_3	Ccr2	5880	4932
Tceb3_3	Tceb3	2778	1959
Rogdi_4	Rogdi	3215	2285
Zfp7_1	Zfp7	6570	5515
Mllt4_4	Mllt4	2099	1556
Plk4_2	Plk4	2760	2697
Mier1_2	Mier1	4934	4451
Dbx1_3	Dbx1	1330	1102
Dip2a_1	Dip2a	6773	5083
Rora_1	Rora	542	462
Nucb2_4	Nucb2	3744	3125
Marveld1_3	Marveld1	2802	2335
Bmi1_3	Bmi1	484	464
Mkx_2	Mkx	9293	7596
Emg1_4	Emg1	1224	862
Cabin1_2	Cabin1	3528	2967
Robo2_3	Robo2	6923	6235
Dnajb8_3	Dnajb8	1748	1600
Lig3_4	Lig3	2093	1530
Tspyl2_3	Tspyl2	3010	1961
Rimbp3_1	Rimbp3	3578	2548
Zfp93_2	Zfp93	1230	1128
Gch1_2	Gch1	2462	2223
Samd4b_4	Samd4b	2519	1921
Map2k7_3	Map2k7	11920	10503
Maea_3	Maea	1915	1634
Pole3_2	Pole3	1684	1522
Yap1_4	Yap1	677	360
Bcl10_3	Bcl10	6321	5650
Atoh1_4	Atoh1	212	254
Ccdc85b_3	Ccdc85b	4929	3692
Rtel1_3	Rtel1	598	360
Mzf1_2	Mzf1	3927	3301
Rbm48_4	Rbm48	2128	2011
Tox2_1	Tox2	6183	5164
Sparc_1	Sparc	16523	13025
Bre_2	Bre	11871	9388
Ppp1r9b_2	Ppp1r9b	5375	4603
Upf1_4	Upf1	1446	1627
Sox2_3	Sox2	939	902
Ankrd28_4	Ankrd28	783	632
Nop14_3	Nop14	1822	1368
Basp1_4	Basp1	6056	4733
Rqcd1_3	Rqcd1	5795	5189
Acr_2	Acr	4039	3306
Rpf1_2	Rpf1	996	728
Alg2_2	Alg2	845	727
Rnf10_3	Rnf10	4080	3381
Zkscan2_1	Zkscan2	13658	12095
Pcif1_3	Pcif1	3292	2941
Akr1b7_3	Akr1b7	9643	7598
Dlg1_5	Dlg1	4576	4044
Psmb6_3	Psmb6	754	725
Chrm2_5	Chrm2	1617	1441
Eif4enif1_2	Eif4enif1	2968	2641
Six3_1	Six3	17011	14081
Spag7_1	Spag7	3400	3815
Ddx42_1	Ddx42	304	257
Hsd17b1_5	Hsd17b1	5761	4788
Sfr1_4	Sfr1	2997	2422
Khdrbs3_4	Khdrbs3	4665	3818
Dlx1_4	Dlx1	4783	4118
Rfxank_3	Rfxank	4028	3633
Adk_2	Adk	6387	5003
Mapk1_2	Mapk1	2388	2233
Cacna1c_5	Cacna1c	6376	5608
Uhrf1_2	Uhrf1	2736	2317
Lgals12_2	Lgals12	4020	3717
Chrnb2_1	Chrnb2	3924	3333
Ppil1_3	Ppil1	1083	637
Trpv6_3	Trpv6	6391	5205
Rsf1_3	Rsf1	2113	1893
Id3_3	Id3	5645	4511
Ikbkap_3	Ikbkap	798	389
Elf5_2	Elf5	7526	6421
Aurka_5	Aurka	1182	1195
Srpk1_2	Srpk1	3251	3155
Ubqln4_3	Ubqln4	5796	5373
Itch_1	Itch	6835	5400
Kcnh2_5	Kcnh2	5296	4718
Rspo1_2	Rspo1	1501	1250
Rhox10_3	Rhox10	3438	2667
Mrpl19_3	Mrpl19	2453	1994
Cenpi_4	Cenpi	159	42
Lrig1_5	Lrig1	3887	3193
Oprk1_3	Oprk1	3946	3245
Polb_5	Polb	904	830
Snapc1_3	Snapc1	550	471
Dlgap5_4	Dlgap5	9688	8177
Pot1a_2	Pot1a	1970	1534
Rbm15_2	Rbm15	3263	2889
Sfmbt1_3	Sfmbt1	5528	5066
Ddx47_4	Ddx47	752	544
Nin_4	Nin	3404	3095
Ptgs2_4	Ptgs2	5468	4809
Atg16l2_4	Atg16l2	4767	3700
Klf8_4	Klf8	1797	1454
Hoxd11_2	Hoxd11	2883	2213
Trim63_1	Trim63	3059	2492
Kif6_1	Kif6	3382	3011
Spg21_4	Spg21	557	541
Neurod6_4	Neurod6	5199	5134
Klhdc10_1	Klhdc10	7367	5892
Tkt_1	Tkt	2671	2370
Tns3_1	Tns3	5624	4758
H2afy_2	H2afy	4479	3487
Mex3c_4	Mex3c	4982	4615
Sugp1_4	Sugp1	611	610
Sgpl1_4	Sgpl1	3904	3004
Alpk3_4	Alpk3	5192	4424
Utp20_3	Utp20	972	1017
Lpin2_3	Lpin2	4055	3187
Bcl11b_4	Bcl11b	13296	10992
Rnf14_3	Rnf14	7062	5776
Trdmt1_3	Trdmt1	673	578
Ppp1r8_4	Ppp1r8	2475	2033
Cwc15_1	Cwc15	1323	1242
4933402J07Rik_4	4933402J07Rik	4424	3472
Birc3_4	Birc3	782	547
Ankrd11_4	Ankrd11	770	646
Epn2_1	Epn2	2962	2566
Kat6b_4	Kat6b	2833	2235
Pcgf1_2	Pcgf1	1039	779
Ap5z1_1	Ap5z1	2462	2256
Brpf3_2	Brpf3	5628	4585
Neurod4_1	Neurod4	6129	4988
Hoxa1_3	Hoxa1	3877	3019
Nae1_1	Nae1	1540	1152
Ufm1_2	Ufm1	787	688
Prdm8_2	Prdm8	2084	1933
Rnf187_1	Rnf187	2898	2309
Ssbp3_2	Ssbp3	3965	3201
Gcc2_2	Gcc2	6007	5246
Hoxb1_1	Hoxb1	2616	2484
Edrf1_3	Edrf1	7020	5997
Tbx19_4	Tbx19	2063	1409
R3hdm4_1	R3hdm4	8222	6743
Map2k1_5	Map2k1	1708	1542
Tuba4a_5	Tuba4a	1854	1399
Srrt_3	Srrt	736	740
Scai_2	Scai	1400	1090
Foxf2_1	Foxf2	10647	9273
Fgfr3_3	Fgfr3	11739	10491
Prpf19_1	Prpf19	156	123
Rad18_3	Rad18	8609	6513
Rchy1_4	Rchy1	3113	2805
Hnrnpa2b1_1	Hnrnpa2b1	4419	3952
Klf9_2	Klf9	1631	1621
Gckr_2	Gckr	2646	2282
Dcun1d4_3	Dcun1d4	3554	2823
Ppm1e_4	Ppm1e	5611	4784
Zfp354a_3	Zfp354a	978	952
Slc30a9_4	Slc30a9	2220	1737
Nup98_5	Nup98	2701	2192
Ddx51_2	Ddx51	1250	1134
Nfyc_2	Nfyc	662	570
Mycn_1	Mycn	1043	1091
Vps37a_3	Vps37a	3213	2638
Klf8_3	Klf8	823	882
Scn11a_3	Scn11a	1076	775
Larp6_4	Larp6	2023	1926
Nup188_1	Nup188	2981	2292
Rnmt_1	Rnmt	3204	2952
Inf2_3	Inf2	2461	2124
Ppl_3	Ppl	4289	3248
Taf2_4	Taf2	91	47
Tubb6_3	Tubb6	6001	5817
Rrp9_2	Rrp9	1042	871
Gpkow_3	Gpkow	315	230
Hn1l_1	Hn1l	8130	7292
Nfkb1_1	Nfkb1	925	932
Foxo4_3	Foxo4	1998	1760
Lhx4_3	Lhx4	6326	5514
Tgfbr1_2	Tgfbr1	1930	1608
Ptf1a_3	Ptf1a	7528	6245
Asb10_2	Asb10	3831	3434
Klk1b24_3	Klk1b24	3894	3232
Hist3h2ba_1	Hist3h2ba	3759	2794
Stk3_1	Stk3	4460	3782
Prm2_4	Prm2	5499	4675
Serpina3g_4	Serpina3g	3787	3484
Mael_3	Mael	4420	3116
Primpol_1	Primpol	3819	3184
Pard6a_2	Pard6a	2130	1533
Chmp2b_2	Chmp2b	8706	7856
Glrx_3	Glrx	3047	2930
Amer1_2	Amer1	4870	4484
Car4_5	Car4	2550	1997
Hoxa13_3	Hoxa13	1194	1170
Tnni2_3	Tnni2	3726	3700
Sesn3_4	Sesn3	308	301
Cers4_3	Cers4	6914	5841
Dedd_1	Dedd	1446	1509
Zbtb26_3	Zbtb26	4436	3691
Pawr_3	Pawr	4094	3276
Wdr43_2	Wdr43	524	598
Psma3_2	Psma3	884	657
Nell1_3	Nell1	4965	4157
Cdk20_4	Cdk20	4676	4273
Atp1a4_4	Atp1a4	3574	3070
Gabrr1_1	Gabrr1	7121	5975
Nt5m_2	Nt5m	4384	4343
Id1_3	Id1	12185	10471
Rev3l_4	Rev3l	455	402
Prkci_2	Prkci	8859	8015
Kifap3_1	Kifap3	5808	5216
Ehmt1_4	Ehmt1	597	517
Kcnip3_3	Kcnip3	3588	3729
Ciz1_4	Ciz1	3305	2985
Scn9a_1	Scn9a	5882	5192
Psmc1_4	Psmc1	1274	922
Aicda_4	Aicda	4380	3338
Nsun5_4	Nsun5	3194	2574
Trim11_4	Trim11	6593	5086
Mafk_2	Mafk	12511	10923
Nop58_3	Nop58	820	802
Zfhx2_4	Zfhx2	3662	2618
Rpl37a_1	Rpl37a	708	667
Scn2b_2	Scn2b	7752	7003
Pla2g4a_2	Pla2g4a	7010	6278
Ngdn_4	Ngdn	820	633
Zfp653_2	Zfp653	4936	4588
Nup205_2	Nup205	868	680
Pafah1b1_3	Pafah1b1	593	779
Rdh14_1	Rdh14	3219	2880
Soat2_2	Soat2	11399	8641
Syncrip_2	Syncrip	1839	1342
Socs1_1	Socs1	3728	3254
Lhx6_3	Lhx6	12755	11131
Nbn_4	Nbn	763	507
Trim66_3	Trim66	3368	2449
Fam162a_3	Fam162a	663	615
Tmem89_3	Tmem89	5646	5225
Ssrp1_4	Ssrp1	2448	1970
Rnf168_2	Rnf168	3943	3306
Pthlh_1	Pthlh	3417	2638
Rarb_2	Rarb	4192	3618
Dhfr_2	Dhfr	761	444
Scn1a_5	Scn1a	5034	4444
Mdm4_2	Mdm4	5697	4702
Med27_4	Med27	2298	1703
Shisa5_2	Shisa5	5206	4422
Rps13_2	Rps13	622	430
Zcchc9_2	Zcchc9	1595	1285
Sap30_2	Sap30	2348	2435
Pnisr_3	Pnisr	3101	2455
Brip1_3	Brip1	1975	1844
Gpc4_1	Gpc4	2874	2611
Frk_3	Frk	4429	3629
Rnf126_4	Rnf126	1490	1425
Pkia_3	Pkia	3747	3332
Dclk3_1	Dclk3	7628	5955
Bcl2l15_3	Bcl2l15	6747	6011
Nsl1_4	Nsl1	669	596
Fdps_4	Fdps	837	691
Polr2l_3	Polr2l	498	534
Setd3_3	Setd3	1579	1426
Magi2_2	Magi2	3996	3374
Stx5a_3	Stx5a	215	284
Prm3_4	Prm3	4422	4295
Metap2_3	Metap2	1305	1179
Nsmce1_4	Nsmce1	2277	1956
Msi1_2	Msi1	4297	3926
Ovca2_2	Ovca2	2897	2163
Magee1_2	Magee1	2553	2209
Cd80_3	Cd80	6575	5166
Trim30a_4	Trim30a	3091	2745
Mapk4_1	Mapk4	3967	3536
Srd5a1_4	Srd5a1	4892	4461
Tsga8_2	Tsga8	8426	7477
Gtf2f1_1	Gtf2f1	3664	3040
Sim2_2	Sim2	1122	1132
Sytl2_1	Sytl2	5668	5028
Gprc5a_4	Gprc5a	3545	3041
